id,housetitle,address,quxian,shangquan,sqpinyin,money,lng,lat,geocode_status
1089,百花苑,深圳新安宝安30区建安小学旁,宝安,新安,xinan,16696,,,NO_RESULT
1090,白金酒店公寓商铺,深圳9区宝民一路,宝安,新安,xinan,0,,,NO_RESULT
1091,冠城世家商铺,深圳深圳宝安10区兴华二路,宝安,新安,xinan,0,,,NO_RESULT
1092,汉宝大厦,深圳宝安10区建安路,宝安,新安,xinan,19767,,,NO_RESULT
1093,海滨市场,深圳宝安新安上川路47区新一佳对面,宝安,新安,xinan,15635,,,NO_RESULT
1094,御景台商铺,深圳宝城前进一路与新安二路交汇处(宝安中学正对面),宝安,新安,xinan,0,,,NO_RESULT
1095,宝安31区住宅楼,深圳宝安区31区前进路和上川路交界处,宝安,新安,xinan,13598,,,NO_RESULT
1096,开屏花园,深圳宝安50区、翻身路和新安5路交汇处,宝安,新安,xinan,17202,,,NO_RESULT
1097,兰花苑,深圳宝城三十四区,宝安,新安,xinan,17002,,,NO_RESULT
1098,易达大厦商铺,深圳新安街道创业路南侧,宝安,新安,xinan,0,,,NO_RESULT
1099,百合苑商铺,深圳宝城三十区近文汇一街,宝安,新安,xinan,0,,,NO_RESULT
1100,宝安31区商铺,深圳宝安区31区前进路和上川路交界处,宝安,新安,xinan,0,,,NO_RESULT
1101,宝安33区商铺,深圳宝安33区、裕安一路和大宝交界处,宝安,新安,xinan,0,,,NO_RESULT
1102,宝安24区商铺,深圳宝民一路造厦村一坊七巷56号,宝安,新安,xinan,0,,,NO_RESULT
1103,嘉华新村,深圳宝安区宝安74区,宝安,新安,xinan,8373,,,NO_RESULT
1104,21区生资公司宿舍楼,深圳兴华二路消防大队旁边,宝安,新安,xinan,19999,,,NO_RESULT
1105,宝安35区住宅楼,深圳宝安前进一路沃尔玛旁,宝安,新安,xinan,16319,,,NO_RESULT
1106,冠利达大厦,深圳宝安30区前进一路269号,宝安,新安,xinan,20841,,,NO_RESULT
1107,洪浪二村,深圳宝安19区公园路,宝安,新安,xinan,21765,,,NO_RESULT
1108,丽景城商铺,深圳宝安76区前进二路与西乡大道交汇处,宝安,新安,xinan,0,,,NO_RESULT
1109,文汇花园商铺,深圳宝城二十九区宝民路,宝安,新安,xinan,0,,,NO_RESULT
1110,怡富楼,深圳宝安区裕安一路与翻身路交汇处,宝安,新安,xinan,15039,,,NO_RESULT
1111,中信楼,深圳中信楼宝安35区前进路安华工业区内,宝安,新安,xinan,15716,,,NO_RESULT
1112,中粮67区,深圳宝安67区留仙一路和创业路交汇处,宝安,新安,xinan,3303,,,NO_RESULT
1113,宝安36区住宅楼,深圳宝安36区宝安公园对面,宝安,新安,xinan,17083,,,NO_RESULT
1114,宝民花园商铺,"深圳宝安区24区,建安路和新安四路交汇处",宝安,新安,xinan,0,,,NO_RESULT
1115,宝雅花园商铺,深圳宝安20区洪浪北路,宝安,新安,xinan,0,,,NO_RESULT
1116,富安楼,深圳宝城29区裕安二路3号,宝安,新安,xinan,19043,,,NO_RESULT
1117,19区综合楼,深圳宝安新安宝民小学旁,宝安,新安,xinan,21170,,,NO_RESULT
1118,32区住宅楼,深圳上川路与新安三路交叉口,宝安,新安,xinan,14346,,,NO_RESULT
1119,兴华阁,深圳宝安42区甲岸路与宝安大道交汇处,宝安,新安,xinan,10920,,,NO_RESULT
1120,西海岸花园商铺,深圳宝安新城48区裕安路、翻身路、宝安大道交汇处,宝安,新安,xinan,0,,,NO_RESULT
1121,雅然居商铺,深圳宝安新安中心区35区前进一路天虹商场旁,宝安,新安,xinan,0,,,NO_RESULT
1122,雅豪轩商铺,深圳宝安34区建安一路与上川二路交汇处,宝安,新安,xinan,0,,,NO_RESULT
1123,宝豪华庭商铺,深圳24区宝民路与裕安路交汇处,宝安,新安,xinan,0,,,NO_RESULT
1124,滨城新村商铺,深圳新安四路以南前进一路以东,宝安,新安,xinan,0,,,NO_RESULT
1125,海乐花园(宝安39区),深圳深圳市宝安区39区翻身路,宝安,新安,xinan,14887,,,NO_RESULT
1126,弘雅花园商铺,深圳宝安区宝安中心29区宝民路上川路口,宝安,新安,xinan,0,,,NO_RESULT
1127,汉宝大厦商铺,深圳宝安10区建安路,宝安,新安,xinan,0,,,NO_RESULT
1128,宝富花园,深圳宝安23区海圳路,宝安,新安,xinan,7192,,,NO_RESULT
1129,海信花园,深圳6区前进一路87号,宝安,新安,xinan,23852,,,NO_RESULT
1130,鸿景园商铺,深圳宝安34区宝民一路旁弘雅小学后面,宝安,新安,xinan,0,,,NO_RESULT
1131,灵芝新村19区商铺,深圳宝安新安前进路和兴华二路交汇处,宝安,新安,xinan,0,,,NO_RESULT
1132,35区公路局宿舍,深圳宝安35区前进一路安华工业区,宝安,新安,xinan,10566,,,NO_RESULT
1133,百合苑,深圳宝城三十区近文汇一街,宝安,新安,xinan,17825,,,NO_RESULT
1134,宝安商务大厦,深圳宝安西乡金海路,宝安,新安,xinan,14795,113.8552344,22.5813933,OK
1135,宝安75区商住楼商铺,深圳宝安75区前进路和新安四路交汇处流塘公园旁,宝安,新安,xinan,0,,,NO_RESULT
1136,宝安19区商铺,深圳宝安新安公园后面,宝安,新安,xinan,0,,,NO_RESULT
1137,常富楼,"深圳宝安37区新乐三路,近南头关附近",宝安,新安,xinan,20995,,,NO_RESULT
1138,海滨花园(宝安)商铺,深圳宝安35区前进路沃尔玛旁,宝安,新安,xinan,0,,,NO_RESULT
1139,建安花园商铺,深圳宝安9区建安路,宝安,新安,xinan,0,,,NO_RESULT
1140,生资住宅园,深圳宝安区宝城23区,宝安,新安,xinan,10092,,,NO_RESULT
1141,水口花园,深圳宝安区宝安31区,宝安,新安,xinan,12982,,,NO_RESULT
1142,石鸿小洋房商铺,深圳宝安48区翻身路,宝安,新安,xinan,0,,,NO_RESULT
1143,上合市场商铺,深圳新安宝安35区,宝安,新安,xinan,0,,,NO_RESULT
1144,泰华花园商铺,深圳宝安区前进路宝城30区,宝安,新安,xinan,0,,,NO_RESULT
1145,造厦村,深圳宝安宝安区24区造厦村,宝安,新安,xinan,4043,,,NO_RESULT
1146,45区工业园宿舍,深圳宝安新安45区,宝安,新安,xinan,5122,,,NO_RESULT
1147,宝安电子城商铺,深圳宝安40区翻身路63号,宝安,新安,xinan,0,,,NO_RESULT
1148,宝安商务大厦商铺,深圳宝安西乡金海路,宝安,新安,xinan,0,,,NO_RESULT
1149,宝华花园商铺,深圳宝安48区翻身路,宝安,新安,xinan,0,,,NO_RESULT
1150,宝乐花园商铺,深圳宝安29区前进一路建安小学对面,宝安,新安,xinan,0,,,NO_RESULT
1151,宝安36区商铺,深圳宝安36区宝安公园对面,宝安,新安,xinan,0,,,NO_RESULT
1152,宝安九区商住楼商铺,深圳宝安九区创业立交附近,宝安,新安,xinan,0,,,NO_RESULT
1153,宝安45区商住楼商铺,深圳宝安45区裕安路,宝安,新安,xinan,0,,,NO_RESULT
1154,登科花园商铺,深圳翻身路50区(良信学校旁),宝安,新安,xinan,0,,,NO_RESULT
1155,富华花园商铺,深圳宝安区宝城上川西路47号,宝安,新安,xinan,0,,,NO_RESULT
1156,冠利达公寓,深圳深圳宝安新安前进路西侧,宝安,新安,xinan,13034,,,NO_RESULT
1157,冠城世家二期商铺,深圳宝城10区前进路与兴华路交汇处,宝安,新安,xinan,0,,,NO_RESULT
1158,国通小区,深圳73区佳华新村旁,宝安,新安,xinan,5780,,,NO_RESULT
1159,河滨阁,深圳宝安区前进一路,宝安,新安,xinan,19984,,,NO_RESULT
1160,黄金台小区,深圳宝安区35区新安四路,宝安,新安,xinan,16527,,,NO_RESULT
1161,弘雅花园四期商铺,深圳宝安区宝安中心29区宝民路上川路口,宝安,新安,xinan,0,,,NO_RESULT
1162,洪浪一村商铺,深圳宝城十八区党校旁边,宝安,新安,xinan,0,,,NO_RESULT
1163,华海楼商铺,深圳宝安新安36区上川路与公园路,宝安,新安,xinan,0,,,NO_RESULT
1164,海乐花园(宝安39区)商铺,深圳深圳市宝安区39区翻身路,宝安,新安,xinan,0,,,NO_RESULT
1165,甲岸花园商铺,深圳宝安6区建安一路,宝安,新安,xinan,0,,,NO_RESULT
1166,嘉华东花园商铺,深圳新安宝安74区,宝安,新安,xinan,0,,,NO_RESULT
1167,开屏花园商铺,深圳宝安50区、翻身路和新安5路交汇处,宝安,新安,xinan,0,,,NO_RESULT
1168,岭下花园商铺,深圳宝安36区上川路,宝安,新安,xinan,0,,,NO_RESULT
1169,品尚居商铺,深圳宝安34区宝民一路与上川路交界处(弘雅小学旁),宝安,新安,xinan,0,,,NO_RESULT
1170,泰华商业城,深圳宝安10区前进路,宝安,新安,xinan,17260,,,NO_RESULT
1171,天源大厦(宝安)商铺,深圳宝安区34区上川一路与前进路交汇处,宝安,新安,xinan,0,,,NO_RESULT
1172,文汇多宝利市场,深圳宝安29区建安路(建安小学旁),宝安,新安,xinan,0,,,NO_RESULT
1173,兴安楼,深圳创业二路南6巷10号,宝安,新安,xinan,14991,,,NO_RESULT
1174,新碧阁,深圳宝安8区前进路,宝安,新安,xinan,23992,,,NO_RESULT
1175,旭仕达名苑商铺,深圳宝安34区新安四路前进天虹旁,宝安,新安,xinan,0,,,NO_RESULT
1176,裕安楼商铺,深圳宝安33区宝安公园旁边,宝安,新安,xinan,0,,,NO_RESULT
1177,雅景居商铺,深圳宝安区34区建安一路,宝安,新安,xinan,0,,,NO_RESULT
1178,裕安居,深圳裕安二路与花园路交叉处,宝安,新安,xinan,14988,,,NO_RESULT
1179,裕安居商铺,深圳裕安二路与花园路交叉处,宝安,新安,xinan,0,,,NO_RESULT
1180,16区城管局宿舍,深圳宝安16区城管局旁、宝安中学后面,宝安,新安,xinan,20520,,,NO_RESULT
1181,19区综合楼商铺,深圳宝安新安宝民小学旁,宝安,新安,xinan,0,,,NO_RESULT
1182,32区住宅楼商铺,深圳上川路与新安三路交叉口,宝安,新安,xinan,0,,,NO_RESULT
1183,45区工业园商铺,深圳宝安新安45区,宝安,新安,xinan,0,,,NO_RESULT
1184,安乐花园商铺,深圳宝安35区新安四路与公园路交汇处,宝安,新安,xinan,0,,,NO_RESULT
1185,宝恒大厦,深圳宝安3区湖滨路5号,宝安,新安,xinan,7834,,,NO_RESULT
1186,宝安九区商住楼,深圳宝安九区创业立交附近,宝安,新安,xinan,7148,,,NO_RESULT
1187,宝安24区住宅楼,深圳宝民一路造厦村一坊七巷56号,宝安,新安,xinan,17005,,,NO_RESULT
1188,宝安广场大厦,深圳宝安区宝民一路广场大厦,宝安,新安,xinan,19983,,,NO_RESULT
1189,宝牧大楼,深圳宝安六区龙江二巷,宝安,新安,xinan,0,,,NO_RESULT
1190,滨海春城商铺,深圳翻身路与上川西路交汇处,宝安,新安,xinan,0,,,NO_RESULT
1191,宝湖居花园商铺,深圳宝安22区公园路、新一佳商场旁边,宝安,新安,xinan,0,,,NO_RESULT
1192,宝安新村商铺,深圳宝城74区流塘路与锦花路及西乡大道交汇处,宝安,新安,xinan,0,,,NO_RESULT
1193,百花苑商铺,深圳宝安区新安宝安30区建安小学旁,宝安,新安,xinan,0,,,NO_RESULT
1194,宝富花园商铺,深圳宝安23区海圳路,宝安,新安,xinan,0,,,NO_RESULT
1195,宝安38区统建楼商铺,深圳宝安38区翻身路侧,宝安,新安,xinan,0,,,NO_RESULT
1196,碧涛苑商铺,深圳宝安区宝民一路213号,宝安,新安,xinan,0,,,NO_RESULT
1197,宝河大厦商铺,深圳宝安6区建安一路,宝安,新安,xinan,0,,,NO_RESULT
1198,碧涛居商铺,深圳宝安区20区公园路旁,宝安,新安,xinan,0,,,NO_RESULT
1199,宝安商务写字楼,深圳创业大道与翻身大道交汇处,宝安,新安,xinan,23798,,,NO_RESULT
1200,创业二村商铺,深圳宝安区71区创业二路旁,宝安,新安,xinan,0,,,NO_RESULT
1201,常春楼商铺,深圳宝安38区新城联检站旁,宝安,新安,xinan,0,,,NO_RESULT
1202,财富中心商铺,深圳宝安新安21区前进路,宝安,新安,xinan,0,,,NO_RESULT
1203,创业一村商铺,深圳宝安区71区创业二路旁,宝安,新安,xinan,0,,,NO_RESULT
1204,大观园小区,深圳新安宝安6区,宝安,新安,xinan,20511,,,NO_RESULT
1205,德邻雅筑商铺,深圳翻身大道与新安一路交汇处,宝安,新安,xinan,0,,,NO_RESULT
1206,东江豪苑商铺,深圳新安街道办龙井路,宝安,新安,xinan,0,,,NO_RESULT
1207,都市丽舍商铺,深圳新安路与创业路中间,宝安,新安,xinan,0,,,NO_RESULT
1208,都市翠海华苑商铺,深圳宝安区新安办21区创业二路灵芝公园旁,宝安,新安,xinan,0,,,NO_RESULT
1209,大观园小区商铺,深圳宝农一巷100号,宝安,新安,xinan,0,,,NO_RESULT
1210,富东花园,"深圳宝安流塘路与建安路交,流塘人人乐对面",宝安,新安,xinan,12997,,,NO_RESULT
1211,风采轩商铺,深圳宝安23区新圳路与大宝路交汇处,宝安,新安,xinan,0,,,NO_RESULT
1212,翡翠华庭商铺,深圳创业路与前进路交汇处,宝安,新安,xinan,0,,,NO_RESULT
1213,风尚时代商铺,深圳建安路与前进路之间34-2区,宝安,新安,xinan,0,,,NO_RESULT
1214,丰华苑商铺,深圳宝安23区洪浪北路中段,宝安,新安,xinan,0,,,NO_RESULT
1215,富安楼商铺,深圳新安宝城29区,宝安,新安,xinan,0,,,NO_RESULT
1216,泛华苑商铺,深圳宝安9区近汽车站,宝安,新安,xinan,0,,,NO_RESULT
1217,富民苑商铺,深圳新安街道办上川路,宝安,新安,xinan,0,,,NO_RESULT
1218,广三保宿舍,"深圳宝安6区,新安公园对面",宝安,新安,xinan,9497,,,NO_RESULT
1219,工业区宿舍,深圳宝安新安45区,宝安,新安,xinan,0,,,NO_RESULT
1220,冠利达大厦商铺,深圳宝安30区前进一路269号,宝安,新安,xinan,0,,,NO_RESULT
1221,广三保宿舍商铺,"深圳宝安6区,新安公园对面",宝安,新安,xinan,0,,,NO_RESULT
1222,公路局大厦,深圳宝安12区紧邻107国道,宝安,新安,xinan,11975,,,NO_RESULT
1223,高新奇战略新兴产业园,深圳宝安区67区留仙一路高新奇产业园二期1号楼,宝安,新安,xinan,0,,,NO_RESULT
1224,华海楼,深圳宝安新安36区上川路与公园路,宝安,新安,xinan,10919,,,NO_RESULT
1225,湖滨花园(宝安)商铺,深圳宝安2区前进路与滨湖路交汇处,宝安,新安,xinan,0,,,NO_RESULT
1226,鸿昌花园商铺,深圳宝城49区东临广深公路西侧为翻身支路,宝安,新安,xinan,0,,,NO_RESULT
1227,湖景居商铺,深圳前进路与新安路交汇处,宝安,新安,xinan,0,,,NO_RESULT
1228,恒安花园商铺,深圳宝安23区宝安中学及人民医院附近,宝安,新安,xinan,0,,,NO_RESULT
1229,河滨阁商铺,深圳宝安区前进一路,宝安,新安,xinan,0,,,NO_RESULT
1230,黄金台小区商铺,深圳宝安区35区新安四路,宝安,新安,xinan,0,,,NO_RESULT
1231,华天花园商铺,深圳宝安8区建安一路,宝安,新安,xinan,0,,,NO_RESULT
1232,海信花园商铺,深圳宝安6区前进一路87号,宝安,新安,xinan,0,,,NO_RESULT
1233,海滨市场商铺,深圳宝安新安上川路47区新一佳对面,宝安,新安,xinan,0,,,NO_RESULT
1234,华安苑(宝安)商铺,深圳宝安41区甲岸路与107国道交汇,宝安,新安,xinan,0,,,NO_RESULT
1235,洪浪二村商铺,深圳宝安19区公园路,宝安,新安,xinan,0,,,NO_RESULT
1236,鸿锦园商铺,深圳宝安34区宝民一路(13区自来水厂),宝安,新安,xinan,0,,,NO_RESULT
1237,弘雅花园二期商铺,深圳宝安29区建安路与上川路交汇处,宝安,新安,xinan,0,,,NO_RESULT
1238,华滨大厦商铺,深圳宝安47区上川一路旁,宝安,新安,xinan,0,,,NO_RESULT
1239,鸿都商务大厦,深圳翻身路238,宝安,新安,xinan,0,,,NO_RESULT
1240,金叶茗苑商铺,深圳上川路与翻身大道交汇处,宝安,新安,xinan,0,,,NO_RESULT
1241,金玉良苑商铺,深圳新安四路与宝民二路交汇处,宝安,新安,xinan,0,,,NO_RESULT
1242,佳华新村商铺,深圳宝安区宝城73区,宝安,新安,xinan,0,,,NO_RESULT
1243,金泰花园商铺,深圳宝安创业路宝城45区,宝安,新安,xinan,0,,,NO_RESULT
1244,建兴楼商铺,深圳宝安27区新安三路,宝安,新安,xinan,0,,,NO_RESULT
1245,金海华府商铺,深圳73区新安四路旁,宝安,新安,xinan,0,,,NO_RESULT
1246,嘉华新村商铺,深圳新安宝安74区,宝安,新安,xinan,0,,,NO_RESULT
1247,建安新村商铺,深圳宝安区30区建安路,宝安,新安,xinan,0,,,NO_RESULT
1248,金海湾渔港,深圳宝安宝民一路,宝安,新安,xinan,0,,,NO_RESULT
1249,交通局大楼,深圳新安宝民一路,宝安,新安,xinan,0,,,NO_RESULT
1250,科林源大厦,深圳宝安区41区翻身路宝安电子城对面,宝安,新安,xinan,0,,,NO_RESULT
1251,林中杨大厦,深圳宝安中心区43区翻身路,宝安,新安,xinan,11998,,,NO_RESULT
1252,里仁府商铺,深圳新安街道新城大道48区,宝安,新安,xinan,0,,,NO_RESULT
1253,龙井花园商铺,深圳新安宝安3区,宝安,新安,xinan,0,,,NO_RESULT
1254,兰花苑商铺,深圳宝城三十四区,宝安,新安,xinan,0,,,NO_RESULT
1255,龙邦大厦,深圳新安三路(海关大厦旁)地铁5号线灵芝站B出口,宝安,新安,xinan,0,,,NO_RESULT
1256,明珠酒店,深圳宝安区35区,宝安,新安,xinan,0,,,NO_RESULT
1257,南天辉大厦,深圳新安宝民一路,宝安,新安,xinan,0,,,NO_RESULT
1258,鹏宇达航空大厦,深圳深圳市宝安区宝城47区(广深公路旁),宝安,新安,xinan,0,,,NO_RESULT
1259,庆宜华苑商铺,深圳宝安37区翻身路,宝安,新安,xinan,0,,,NO_RESULT
1260,山语华庭商铺,深圳西乡大道与广深高速交叉口处宝安公园旁,宝安,新安,xinan,0,,,NO_RESULT
1261,生资住宅园商铺,深圳宝安区宝城23区,宝安,新安,xinan,0,,,NO_RESULT
1262,水口花园商铺,深圳宝安三十一区,宝安,新安,xinan,0,,,NO_RESULT
1263,深圳万悦国际酒店,深圳宝安26区创业路,宝安,新安,xinan,0,,,NO_RESULT
1264,天河大厦,深圳宝安22区公园路新一佳商场旁,宝安,新安,xinan,17315,,,NO_RESULT
1265,泰华海逸世家商铺,深圳新中心区N7区(悦龙宾馆附近),宝安,新安,xinan,0,,,NO_RESULT
1266,泰华商业城商铺,深圳宝安10区前进路,宝安,新安,xinan,0,,,NO_RESULT
1267,天源花园商铺,深圳宝安三十一区,宝安,新安,xinan,0,,,NO_RESULT
1268,泰华大厦商铺,深圳宝安区前进路,宝安,新安,xinan,0,,,NO_RESULT
1269,TATA公寓商铺,深圳宝安23区新安三路(海关大厦旁),宝安,新安,xinan,0,,,NO_RESULT
1270,天河大厦商铺,深圳宝安22区公园路新一佳商场旁,宝安,新安,xinan,0,,,NO_RESULT
1271,新文阁,深圳宝安8区兴华二路,宝安,新安,xinan,20620,,,NO_RESULT
1272,新华都酒店,深圳宝安6区前进一路西、深圳东路南,宝安,新安,xinan,19995,,,NO_RESULT
1273,新安邮电宿舍,深圳宝安76区锦花路天骄世家对面,宝安,新安,xinan,12579,,,NO_RESULT
1274,新安湖商业城商铺,深圳新安宝安5区,宝安,新安,xinan,0,,,NO_RESULT
1275,新安湖花园二期商铺,"深圳宝安区8区,新安街道办前进路",宝安,新安,xinan,0,,,NO_RESULT
1276,新玥庭商铺,深圳宝安29区建安一路,宝安,新安,xinan,0,,,NO_RESULT
1277,香缤广场商铺,深圳新安街道建安路东侧,宝安,新安,xinan,0,,,NO_RESULT
1278,新安湖花园三期商铺,深圳新安街道办前进路,宝安,新安,xinan,0,,,NO_RESULT
1279,新厦苑商铺,深圳宝安42区翻身路,宝安,新安,xinan,0,,,NO_RESULT
1280,兴安楼商铺,深圳创业二路南6巷10号,宝安,新安,xinan,0,,,NO_RESULT
1281,贤基大厦商铺,深圳宝民二路国税局正对面,宝安,新安,xinan,0,,,NO_RESULT
1282,新文阁商铺,深圳宝安8区兴华二路,宝安,新安,xinan,0,,,NO_RESULT
1283,新钥庭商铺,深圳宝安29区建安小学对面,宝安,新安,xinan,0,,,NO_RESULT
1284,新华都酒店商铺,深圳宝安6区前进一路西、深圳东路南,宝安,新安,xinan,0,,,NO_RESULT
1285,新安邮电商铺,深圳宝安76区锦花路天骄世家对面,宝安,新安,xinan,0,,,NO_RESULT
1286,新宝苑商铺,深圳宝安5区宝民一路,宝安,新安,xinan,0,,,NO_RESULT
1287,新碧阁商铺,深圳宝安8区前进路,宝安,新安,xinan,0,,,NO_RESULT
1288,新鹏苑商铺,深圳宝安5区宝民路与深圳路处,宝安,新安,xinan,0,,,NO_RESULT
1289,新城花园(新安)商铺,深圳宝安区裕安路与107国道处,宝安,新安,xinan,0,,,NO_RESULT
1290,兴华阁商铺,深圳宝安42区甲岸路与宝安大道交汇处,宝安,新安,xinan,0,,,NO_RESULT
1291,裕宝大厦商铺,深圳宝安6区建安一路与新安二路交汇处,宝安,新安,xinan,0,,,NO_RESULT
1292,雅仕阁商铺,深圳宝安30区前进路与上川路交汇处,宝安,新安,xinan,0,,,NO_RESULT
1293,怡合花园商铺,深圳宝安27区公园路,宝安,新安,xinan,0,,,NO_RESULT
1294,御华花园商铺,深圳宝安中心区翻身路,宝安,新安,xinan,0,,,NO_RESULT
1295,怡富楼商铺,深圳宝安区裕安一路与翻身路交汇处,宝安,新安,xinan,0,,,NO_RESULT
1296,易达大厦写字楼,深圳宝安区翻身路与创业路交汇处,宝安,新安,xinan,13465,,,NO_RESULT
1297,裕安花园商铺,深圳宝安10区建安路,宝安,新安,xinan,0,,,NO_RESULT
1298,雅士阁商铺,深圳宝安30区上川路与前进路交汇处,宝安,新安,xinan,0,,,NO_RESULT
1299,裕安居写字楼,深圳深圳市宝安区裕安二路与新安三路交汇处,宝安,新安,xinan,0,,,NO_RESULT
1300,振发花园,深圳新安宝安36区,宝安,新安,xinan,18559,,,NO_RESULT
1301,振发花园商铺,深圳深圳宝安36区,宝安,新安,xinan,0,,,NO_RESULT
1302,中信楼商铺,深圳中信楼宝安35区前进路安华工业区内,宝安,新安,xinan,0,,,NO_RESULT
1303,华联·城市全景,深圳创业路与公园路交汇处,宝安,新安,xinan,0,,,NO_RESULT
1304,龙珠花园,"深圳深惠路与龙珠路交汇处,布吉镇南门墩旁",龙岗,布吉,buji,21227,,,NO_RESULT
1305,丽湖花园,深圳布吉镇上水径布龙路边307总站旁边,龙岗,布吉,buji,16156,,,NO_RESULT
1306,国展苑,深圳布吉镇吉荣路,龙岗,布吉,buji,17649,,,NO_RESULT
1307,中海怡翠山庄,深圳布龙公路与深惠公路交汇处北,龙岗,布吉,buji,23272,,,NO_RESULT
1308,桂芳园六期,深圳布吉中翠路与深惠公路交汇处东北方向,龙岗,布吉,buji,26808,,,NO_RESULT
1309,百合星城,深圳百鸽路与深惠公路交汇,龙岗,布吉,buji,20880,,,NO_RESULT
1310,中兆花园,深圳布吉镇深惠公路与李朗大道交汇处,龙岗,布吉,buji,19871,,,NO_RESULT
1311,阳光花园,深圳布吉布李路与新龙路交汇处,龙岗,布吉,buji,26781,,,NO_RESULT
1312,怡康家园,深圳大芬村深惠公路西侧沃尔玛斜对面,龙岗,布吉,buji,23033,,,NO_RESULT
1313,桂芳园五期,深圳布吉中翠路与深惠公路交汇处,龙岗,布吉,buji,26022,,,NO_RESULT
1314,荣超花园,深圳布吉荣华路与深惠路交叉口,龙岗,布吉,buji,19227,,,NO_RESULT
1315,英郡年华一期,深圳布吉深惠公路中城康桥站(地铁三号线丹竹头站)180米处,龙岗,布吉,buji,25714,,,NO_RESULT
1316,东方半岛,深圳布吉深惠路与布龙路交汇处,龙岗,布吉,buji,18046,,,NO_RESULT
1317,佳兆业可园,深圳布吉镇大芬油画村对面,龙岗,布吉,buji,30308,,,NO_RESULT
1318,桂芳园八期,深圳布沙路与中翠路交汇处,龙岗,布吉,buji,27988,,,NO_RESULT
1319,桂芳园一期,深圳布吉镇深惠路与布澜路交汇处,龙岗,布吉,buji,25022,,,NO_RESULT
1320,布吉中心花园,深圳布吉镇政府东北侧,龙岗,布吉,buji,24353,,,NO_RESULT
1321,中城康桥二期,深圳南湾街道深惠公路与宝冠路交汇处,龙岗,布吉,buji,22155,,,NO_RESULT
1322,和谐花园,深圳深惠路与李朗路交汇处,龙岗,布吉,buji,38847,,,NO_RESULT
1323,半山道1号,深圳红岭北路银湖生态区凤仪山南侧(清平快速北向凤仪山隧道口),龙岗,布吉,buji,35002,,,NO_RESULT
1324,大世纪水山缘,深圳布沙路南岭村求水山公园脚下,龙岗,布吉,buji,21225,,,NO_RESULT
1325,海轩城市广场,深圳布吉镇罗岗锦龙路与惠康路交汇处,龙岗,布吉,buji,29311,,,NO_RESULT
1326,帝景峰,深圳布吉深惠路与布龙路交界处,龙岗,布吉,buji,18469,,,NO_RESULT
1327,中海怡瑞山居,深圳布吉生态新区布龙路与景芬路交汇处,龙岗,布吉,buji,21511,,,NO_RESULT
1328,茂业城,深圳布吉布龙路大芬沃尔玛对面茂业城,龙岗,布吉,buji,16706,,,NO_RESULT
1329,中城康桥花园,深圳布吉镇深惠公路李朗大道东(宝冠路口公交站附近),龙岗,布吉,buji,20497,,,NO_RESULT
1330,信和爱琴居,深圳布吉深惠公路303号,龙岗,布吉,buji,19854,,,NO_RESULT
1331,康达尔蝴蝶堡,深圳布吉深惠路与中翠路交汇处,龙岗,布吉,buji,29747,,,NO_RESULT
1332,桂芳园四期,深圳深惠公路与李朗路交界处,龙岗,布吉,buji,25425,,,NO_RESULT
1333,大世纪花园,深圳布吉中兴路街道办事处后面,龙岗,布吉,buji,21400,,,NO_RESULT
1334,80后街,深圳布吉关口京南路口,龙岗,布吉,buji,22211,,,NO_RESULT
1335,百合星城二期,深圳布吉湖南路与深惠路交汇处,龙岗,布吉,buji,27516,,,NO_RESULT
1336,信义假日名城五期,深圳布吉荣华路与百鸽路交汇处,龙岗,布吉,buji,27534,,,NO_RESULT
1337,桂芳园七期,深圳龙岗布沙路与中翠路交汇处,龙岗,布吉,buji,28869,,,NO_RESULT
1338,荔山公馆,深圳布吉罗岗百鸽路,龙岗,布吉,buji,33351,,,NO_RESULT
1339,信义假日名城二期,深圳百鸽路与荣华路交界处,龙岗,布吉,buji,31179,,,NO_RESULT
1340,茵悦之生花园,深圳布吉布龙公路东侧(中海怡翠山庄与丽湖花园之间),龙岗,布吉,buji,26845,,,NO_RESULT
1341,坤祥花语岸,深圳龙岗区布吉街道吉华路阳光花园南侧,龙岗,布吉,buji,24028,,,NO_RESULT
1342,百合山庄,深圳布吉镇深惠公路与荣华路交汇处,龙岗,布吉,buji,22203,,,NO_RESULT
1343,龙园意境,深圳景芬路与星火路交汇处,龙岗,布吉,buji,25855,,,NO_RESULT
1344,阳基春天里,深圳布吉深惠路与丹平路交汇处(丹竹头汽车总站对面),龙岗,布吉,buji,22753,,,NO_RESULT
1345,东方盛世花园,深圳罗湖出关、沿深惠路右侧前行500米左右,龙岗,布吉,buji,23871,,,NO_RESULT
1346,半岛苑,深圳布吉镇布龙公路与深惠公路交汇处,龙岗,布吉,buji,18637,,,NO_RESULT
1347,桂芳园三期,深圳深惠路与李郎路口交汇处,龙岗,布吉,buji,25630,,,NO_RESULT
1348,龙威花园,深圳布吉街道京南路与中元路交汇处,龙岗,布吉,buji,21298,,,NO_RESULT
1349,佳兆业可园七期,深圳布吉布沙路大芬油画村对面,龙岗,布吉,buji,27341,,,NO_RESULT
1350,康达尔花园四期,深圳布吉深惠路大芬油画村斜对面(桂芳园对面),龙岗,布吉,buji,24707,,,NO_RESULT
